channelId,channelTitle,channelDescription,channelTotalView,channelVideoCount,channelSubscribers,keywords,channelThumbnail,channelTopics
UCrh1MHfMCSXwIfA_rh2VFug,리트윈스 Leetwins,"leetwins.biz@gmail.com 쌍둥이 자매의 '케미' 돋는 먹방, 룩북 채널입니다   영상은 매주 월요일 오후 5시 업로드합니다:)",29820111,224,98500,먹방 브이로그 자매먹방 쌍둥이 유튜버 자매 브이로그 mukbang 쌍둥이 먹방 자매 유튜버 자취생 먹방 브이로그 mukbang vlog korean mukbang 과자먹방 twins youtube,https://yt3.ggpht.com/HJmVO0l33Rfj_ueQIWOVffXx3ec3Ok41HckMMgA18Imr-oFBRABtHTfx2Jru8jEiVIHTux8H1Q=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제) 패션
UCrIAnDo3VuWex3fywkGpB1g,LG전자,LG전자 공식 유튜브 채널입니다. LG전자의 다양한 소식을 전해드립니다. #LG전자 #Lifesgood.,1378902730,1931,341000,,https://yt3.ggpht.com/X-00ikAbY4t2vLl63zvsvdzSzhq7dh1mNOiwj2RgJKTJf-AiewIL-5Q23nF7rQPkboH0BDdgSA=s88-c-k-c0xffffffff-no-rj-mo,기술 라이프스타일 (상위 주제)
UCRiGI5nRBYZjGZ0OuGBtqHA,소프,음식에 진심인 쿡방 먹방 소프입니다 광고문의 및 제보: sof@goodworklab.co.kr.,353815172,1564,871000,요리 먹방 소프 sof,https://yt3.ggpht.com/z0Oxsa34v4HN2yjkLhyj7D44TlNYPmAaD9ruaRIaDjmINCbT5VLylcTtfc3rNXSQFF38vqlLMw=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UCRiIf6rt91BVfZVtURRXlOw,지냐 Jinyaa,"무쌍 뷰티 유튜버..인데 먹는 것도 좋고, 일상도 재밌음     𖤐 Instagram : @_k_jixxy 𖤐 E-mail : kjinyaa@gmail.com.",134776136,310,246000,,https://yt3.ggpht.com/hovyyHxAkmrVL3DgiS9WiDf8DWO-t4oVR0qnMPWEvSt3U2w42hcCIuVguHE7ONDS7GxkH1nywQ=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UCriPmQ2RpvdNSZkMwuOmTnQ,U.M.A.우마,추천 버튼 눌러주세요. 아흣! Plz Smash that Like Button Dudes! Lovely!!! Instagram : www.instagram.com/uma.u.m.a/,283816732,150,995000,수르스트뢰밍,https://yt3.ggpht.com/ytc/AIdro_k5Pf6BloOWQY6FROkYnVGiDh0ZI_Er5YA946YBFwyqvw=s88-c-k-c0xffffffff-no-rj-mo,취미 음식 라이프스타일 (상위 주제) 반려동물
UCrJ7LFD3Kksdzgb4G0zfISQ,What Hi-Fi?,"Welcome to the official YouTube channel for What Hi-Fi?. Whether you're looking to buy a new TV, upgrade your hi-fi system or ...",18609508,715,60300,What Hi-Fi? Sound and Vision whathifi.com what hi-fi whathifitv TV reviews home cinema How To... videos HDTV,https://yt3.ggpht.com/ytc/AIdro_kYHVdefU5BPqQ0YCueqTmeTt018ZRsVcpsVCg7GcKOwZ92=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 기술
UCrK-BInkhcGogiBoG682DEA,하나HANA,,18312526,190,151000,일상 뷰티 패션,https://yt3.ggpht.com/ytc/AIdro_m8jkSpKgi4XXjzG50Opc50QulgmTx9PLn35GbPG7X8ibI=s88-c-k-c0xffffffff-no-rj-mo,패션 라이프스타일 (상위 주제)
UCRkBBXlng9x1PBS4bZs9oZg,니후Nihoo,"광고, 행사, 축무, 랜덤댄스 문의] nihoo1020@naver.com.",237763333,346,664000,니후 Nihoo dance cover,https://yt3.ggpht.com/ytc/AIdro_k-DQbBEzAmXDzNF1W33Lug3hpiavHPH9LU_LWXsdiksQ=s88-c-k-c0xffffffff-no-rj-mo,공연 예술 팝 음악 엔터테인먼트 (상위 주제) 아시아 음악 라이프스타일 (상위 주제) 음악 (상위 주제)
UCRkwhAO2CKNXPcFXAMfn0ng,주보리 JooBoRi,"일상, 게임 방송을 하는 주보리 유튜브 채널입니다 :) 주보리 유튜브 : https://www.youtube.com/@JooBoRi 주보리 풀영상 ...",65309541,464,188000,주보리 BJ주보리 롤 리그오브레전드 임선비 꾸티뉴 저라뎃 제로투 감스트 김민교 피파 우정잉 먹방 멸망전 스타 스타크래프트 캄성여대 김윤환 이상호 봉준 트위치,https://yt3.ggpht.com/ww0IvVAX3wW-W63bC8Vo6V0FPpW-ih2EX9p-0oLm4udDnpXwfh5hiSRwODruoBA7f1xsNqgMuzU=s88-c-k-c0xffffffff-no-rj-mo,게임 (상위 주제) 액션 게임
UCrlFZMsoWCt0kYlTqkaWF_A,Usang ASMR,안녕하세요! 한국에서 ASMR영상을 제작하고 있는 유상ASMR입니다!,3113865,98,13700,ASMR,https://yt3.ggpht.com/ytc/AIdro_na_aVT4R8xr9KwdoA0xdcvd5cvn1kwVx_GIhYaZdbij9Y=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UCrlUlicedicJ5mlibqC62Eg,뷰드름 유튜버 인씨,"incworld 트러블+모공+요철, 현실적인 피부고민을 갖고 있어요   incworld@goldenwhales.co.kr.",290067904,850,517000,메이크업 makeup beauty 여드름 acne pimples acnes 뷰드름 뷰드름유튜버 인씨 스킨케어 skincare,https://yt3.ggpht.com/pFSrHBMXi77-FIy66vI1CNXdtS1lZordddBRApJqC-Wmxmg2cWDFZEM0mjftVN2OM9e7cZrd7g=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UCrn5CaT8RoeFGpWJdmO4OwA,만원요리 최씨남매,친누나 요리 가르치기 프로젝트...!!!!!! 만원 넘지 않는 가격에 최대한 쉽고 간편하게 레시피 만들어서 올리고 있어요 :) 오늘 하루도 ...,125560802,283,355000,,https://yt3.ggpht.com/uLV2JVT3m39sy13s8aJhcv8OZyrrbQo6BLwi8aI_1O2rd1lcb1j8B4DK7xqVaboU-LYgEjFhNA=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UCRQqdcMWDdBaz6lAat82oZg,괴담실록 [조선·동아시아 야사·괴담],야사(野史)와 전설로 듣는 동아시아 괴담 - 매주 업로드 문의 goedamsilok@gmail.com.,37128816,216,197000,,https://yt3.ggpht.com/YSbcqPiS3tnFRyHMn4J6HV_dbhMeWNNYb85yLoi_3ZZPWcGihXEY79-hz3lLycp9Xe8wfSvI2dg=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제) 사회 (상위 주제)
UCrRn4Vat9iyUGtl6jPjG3IA,로하Roha,"[Instagram] https://www.instagram.com/bemybela [Business mail] rohabear@gmail.com →단순 '제품 무상 제공(협찬, 브랜드 선물)' ...",120230696,245,605000,,https://yt3.ggpht.com/ytc/AIdro_llTp45pogxiG2E61RhbrxMLQx23Ht23TnZvOX_vbg_7A=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UCrSaseDtdkM1bNFBOyqWZWA,한진채린,,709049,27,927000,,https://yt3.ggpht.com/vnnBLZfgQkNUy2HbxMoghUH-Rbt1CA8nHHOowbLXXXUeWBytFqmoDovovhyGPCECBMQQEYCXSQ=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 엔터테인먼트 (상위 주제)
UCRSEOIfPNgUYY8xkEzxqfVg,kimwontv김원,안녕하세요. 김원의 공식 유튜브 채널입니다 제보 및 문의 : kimwontv@naver.com.,302652368,1384,653000,사건 미스테리 외계인 김원 UFO 51구역 디바제시카 미스테리극장 신지우 이영학 조두순 그것이알고싶다 오컬트스토리 그알 고유정 미제사건,https://yt3.ggpht.com/ytc/AIdro_mtOMOMf6PRW9QPTdJIUBnKc82zpqmEq1PvPDr2VKm-Z-A=s88-c-k-c0xffffffff-no-rj-mo,사회 (상위 주제)
UCRTG2kGt6CJj5oOoROCoRcw,e_seoa,"유료 광고, 홍보 문의는 정중히 거절합니다 *",77465628,92,773000,,https://yt3.ggpht.com/XgCM8fMv8j2ydGKhK37SMhcJdgZXxYi_pAu5XGrEmLCNhTFbxt5fI81cXUrb89oHatrHKWCi=s88-c-k-c0xffffffff-no-rj-mo,취미 라이프스타일 (상위 주제) 패션
UCRuSxVu4iqTK5kCh90ntAgA,총몇명,"공포와 힐링을 넘나드는 다양한 장르, 다양한 재미! 총몇명 광고 및 비즈니스 문의 : chongmmyung@sandbox.co.kr 서울시 용산구 ...",1967734149,675,3510000,총몇명 애니메이션 총몇명스토리 나천재 민모리,https://yt3.ggpht.com/ikoBSvkW5k5z9Att2kLh02ALcjN-uNM17GUf-kwW4tNZNZ9EClXFnCuGQHu4ZRK5GkRN571K3w=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UCrw6M_2onMUpsC4HK5i794g,Somang 소망,안녕하세요 :) 소소한 일상 그리고 여행기록을 하고 있는 채널입니다.,13336164,312,54300,japan vlog 일본일상 일본 브이로그 도쿄일상 도쿄 브이로그 tokyo trip,https://yt3.ggpht.com/2J8ZVHYZI7zCZ9WzCKZty9XF-M7H87g6Gn_CwW17rYiqypX-zUaCFT_o1L18cZHImgza87M89g=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제) Unknown
UCRXL4vnST2AE6UtjrYMv4tw,"롱+숏,골라먹는 뷰티 꿀팁ㅣ뽀용뇽","롱폼? 틀자마자 꿀잼, 숏츠? 따라하면 존예ㅎ @instagram - bboyongnyong.",132293294,274,359000,뷰티 아이돌메이크업 메이크업 장원영메이크업 워뇨 장원영 중안부줄이는메이크업 오버립메이크업 애교살메이크업,https://yt3.ggpht.com/JM0akuocQSz86xiU3xp7ZmXAQIgpXcHzahi1mVbaZ-_XJ0SGeUg00XMqxs1E0A-ZZEB781to4Q=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UCRykAtJOBcxnAJHmSVZhomw,보따,웃음 보따리 보따 입니다 여러분들을 웃기기 위해서라면 뭐든지 하겠습니다!! 비즈니스 문의 botta@metacomedy.net.,613680954,830,582000,웃긴 영상 메타코미디 메코클,https://yt3.ggpht.com/QneB7Lf2D_B2LPJWTrctqYoZoOJ_7f4v06OTJI8aKiaiS8MyGyFCNkNS-9k78GzqOcrk7qXqZg=s88-c-k-c0xffffffff-no-rj-mo,영화 라이프스타일 (상위 주제) 엔터테인먼트 (상위 주제)
UCRzS1NJFpMLiLbB0vMJXX4w,요리용디 Yori Yongd,요리요리 용디의 요리요리 채널 yoriyongd@gmail.com.,1888273813,602,1780000,용디 요리용디 용디요리,https://yt3.ggpht.com/_Qx7SmTZlWMFNW_ynyNaj8F42BpoLYfmee1VXSNzn3sDmFvEiNaVBRS6_WloZPi6DRSH1LqMvMg=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UCS_8v3yJnRahqwFvxoEIupg,지혜의 빛 : 인문학의 숲,"[지혜의 빛 : 인문학의 숲] Philosophy는 ""지혜를 사랑한다.""는 뜻을 가지고 있습니다. 그리고 이 어휘에 대한 동아시아의 번역어는 ...",15676545,131,231000,인문학 서양철학 서양미술 동양미술사 시사상식 정치 르네상스 인생상담 문화예술 예술사 미술작품,https://yt3.ggpht.com/VAsv264m0L3EamKrHCJNfwWkH3Qa-tGGz9wM1JPEswmI1454_VdLL7py44mDFtfJh3EYi_T-4A=s88-c-k-c0xffffffff-no-rj-mo,종교 지식
UCs_fvcBBfaOP6vAJYeaD-0Q,남보라의 인생극장,안녕하세요 남보라입니다. 저의 가족 이야기와 소소한 일상을 담은 채널이에요♥ instagram @nambora 비즈니스: ...,9019753,90,97800,남보라 일상 브이로그 vlog 데일리,https://yt3.ggpht.com/AM7_ZnWk_OiyO98wJ-Hgt8L2g_-6EUWqyhTI6r8n97Yxrm0Gek6IHAGuDEjPsLurNv7pV7olng=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UCs-fnRl8JjhbMax7wRb9jwA,데이터다람쥐,재미있고 흥미로운 데이터를 수집하는 데이터다람쥐입니다. 기발하고 신나는 영상들 자주 만들어 올께요  . (구독과 좋아요는 큰 힘이 ...,69211586,222,149000,데이터 통계 수치 그래프 시각화 데이터 시각화 data visualization data illustration animation 애니매이션,https://yt3.ggpht.com/ytc/AIdro_nT6LRekHpcEiuskn5xeR87GZjxwhqgMnTDVLe-zuqmnQ=s88-c-k-c0xffffffff-no-rj-mo,사회 (상위 주제)
UCs0dIu9USYQnSyPcekI8Y6A,혜인 HEYNEE,Fashion creator HEYNEE (HYEIN) All around world   Fashion / Beauty / Life style / Travel instagram ...,64048203,869,493000,fashion 패션블로거 혜인 패션유튜버 패션블로거 패션유튜버 혜인 혜이니 혜인 헤인 해인 헤이니 해이니 패션 코디 스타일링 하울 쇼핑 뷰티 룩북 k fashion youtuber fashoin youtuber 패션 유튜버 korea fashion ファッション ファッションユーチューバー 韓囯ファッション 패션유튜버 스타일로그 vlog fashion vlog,https://yt3.ggpht.com/dsM2K_iZXrWRvYqmK-MTdBp19WqDvDxEKl_3CV1Sd78csSSJTJ63d-Rv66dG9L7iiIi3xhE0-A=s88-c-k-c0xffffffff-no-rj-mo,패션 라이프스타일 (상위 주제)
UCs2yuJwlg2TsOtUeDSZF3_g,원정상,소통방송을 주로 하고 있는 원정상입니다 구독하면 매일 영상 올라옵니다! [트위치TV] https://www.twitch.tv/swon5274 [페이스북] 원 ...,841652154,2109,543000,오버워치 원정상,https://yt3.ggpht.com/-4ualgIrrl-M0IqNPJAHrJrfDPqWlvjlRQJY_hyMH4SypC8TjYjRa4oHCFR8jgbrwLuczQ0puA=s88-c-k-c0xffffffff-no-rj-mo,Unknown
UCS4_jrbiSsUlakw4lJDcYmA,아저씨야구해요,사회인야구는 역시 아저씨야구해요 ARMEZU@AICOMPANY.,18890452,1061,32700,야구 SPORT Baseball 프로야구 #박사장 사회인야구 사야인 일반야구 아마추어 동네야구 야구선수 소개팅 미녀 여배우 몰래카메라 개그 코믹 개그맨 음악 할러백 스튜디오 MUSIC 노래 힙합,https://yt3.ggpht.com/exY9ymi8KiJMcPpO048UIVgEIOxnSQdIXQKm3ovDYppqpiv14bEP1fedehGgRCNt1TlIOgu-IQ=s88-c-k-c0xffffffff-no-rj-mo,야구 스포츠 (상위 주제)
UCs4oAFxhxxVhtW-_ApKtkLQ,하뉴,8월에 결혼한 새댁     남편의 밥상을 담아볼게요   이메일 : hanewlog@gmail.com.,444324764,216,592000,하뉴 야식 새댁 신혼 개발자 새벽3시,https://yt3.ggpht.com/UxNAnEEb5YnARkAtOA19_NPNi0QxyU8pxM07NQa6OSjCyKRIgB2g8uoFjNSnOPsyCLCR8mN8jg=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UCSaWpMhJ-wm1ekEbEvZ6AhQ,기무리뷰,구독 좋아요 알림설정 해놓으세요 :-),103489337,185,527000,영화 영화채널 영화추천 영화소개 영화리뷰,https://yt3.ggpht.com/ZB7aMOyA5v3Ls-oMT7NKcLoPSuof98EMMoK8AT6ewAE5I94ggJliyHWmJAi4QysEVBPtuGtJgA=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UCSBjbHc1B79jtZHM9R2ll-g,고돌남 - 고양이 돌보는 남자,고양이를 사랑하는 따뜻한 영혼들이 쉬어가는 곳 bok86663332@gmail.com 인스타그램 고돌남 godolnam_ ...,7566650,139,39400,고양이 고양이집사 새끼고양이 고양이간식 고양이병원 길고양이 고양이음식 냥냥펀치 집사 고양이진구 고양이 진구 뇌수두증고양이 고돌남 godolnam 고양이소풍 봄나들이 고양이나들이 찐구 장애고양이 진구 cat 장애 웃긴고양이 귀여운고양이 tiger tiger cat Cute cat pete the cat 뇌성마비고양이 고양이힐링 고양이치유,https://yt3.ggpht.com/MaZwkbsPrvmInwAVJcK24UBNnH4TTyXM8OLj5sMbzk1N9tsYTJH2Kkemajieba7wTIqrzd_LCQ=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 반려동물
UCsbNh54XE17pOZrdqW3VyXQ,정형돈의 제목없음TV,안녕하세요!! 여러분! 정형돈 입니다. 유튜브 ㅎㅎㅎ 아무거나 막 찍어 올려보겠습니다~ 내가 하고 싶은거 다해볼꺼야! 그냥 막 쌔리마 ...,83080109,281,486000,정형돈 제목없음 블랙박스 자동차 교통 법규 오토바이 자전거 운전 도로 안전 보호구역 속도 차량 도니도니 형돈이 형돈 먹방 무한도전 도니 형도니 고승우 무도 러브캐쳐 항도니 뭉쳐야찬다2 연예인 2륜차 포착 순간 변호사 토크 토크쇼 형도니 맛집 그냥 그냥정형돈 정형돈 유튜브 정형돈TV 정형돈tv 먹방 mukbang 고속도로 음식 동화 동심 연극 동화책 그림책 구연동화 역사 퀴즈 상식 일본 문화 아이돌 싱글 앨범 엘범,https://yt3.ggpht.com/1JoPZ596V0jINjQdDOYBhgQgLLBdWUTNbxK-u0L4EE0Lc_o6k6g2fPQjIFLAjJuoILatYVpooA=s88-c-k-c0xffffffff-no-rj-mo,사회 (상위 주제) 엔터테인먼트 (상위 주제) 지식
UCSBTG2Q3pknfN6pP8fYbXNA,플랩 [Playlist Lab],안녕하세요. 314 official 공식 유튜브 채널 '[P.lab] PlayList.LAB' 플랩입니다. 전문 에디터들이 선곡하는 테마별 프리미엄 플레이 ...,8403618,5268,13800,​​ #kpop​ ​​​​​​​​​​​​​​​ #케이팝​​ ​​​​​​​​​​​​​​ #Lyrics​​​​​​​​​​​​​​​​ #Lyricsvideo​​​​​​​​​​​​​​​​ #easylyrics​​​​​​​​​​​​​​​​​ #해석​​​​​​​​​​​​​​​​ #독음 #신곡​​​​​​​​​​​​​​​​ #가사​​​​​​​​​​​​​​​​​,https://yt3.ggpht.com/nfttP2FuQrm-x3sSGq5AxrigXIu2k-cJoAqltJgSa1iJ-hi_gLyVL051iKup0J2agi-uScBuqQ=s88-c-k-c0xffffffff-no-rj-mo,팝 음악 아시아 음악 일렉트로닉 음악 음악 (상위 주제)
UCsbVGDDMTToaOwbzEK0_6Vg,새덕후 Korean Birder,VLOG + 자연다큐 / 한국의 야생과 자연을 만나볼 수 있는 채널! 새덕후가 알려주는 How to 탐조 - Contact 인스타그램 Instagram ...,115035966,213,482000,자연 새 동물 bird animal bird watching bird watcher birding 탐조 nature,https://yt3.ggpht.com/ytc/AIdro_l8K1SPlVZDHmzbYfzQnsXxNX8mcjsSHvzNdglWNgioG5Q=s88-c-k-c0xffffffff-no-rj-mo,취미 라이프스타일 (상위 주제)
UCSc2DcSzzjHgBn8Hg0KG7PA,꼰대희,젊은이들의 문화를 체험하는 꼰대희 채널입니다 비즈니스 문의 : jdbent001@gmail.com.,723226436,679,1740000,김대희 꼰대 꼰대희,https://yt3.ggpht.com/ytc/AIdro_kvXF8ikeDs5sSIjyl4JuSceqwpAJlslX8ieu5rYmjypA=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제) 음식
UCsC3w5cD9ZPrGRNpLOOFaEw,SAIDA사이다,드레스 만들어 입고 여행하는 사람   Contact : piao00saida@gmail.com.,24094476,72,247000,메이크업 디즈니 뷰티 사이다 disney cover makeup vlog 브이로그 여행 옷만들기 diy 커버 웹툰 만화 webtoon cosplay,https://yt3.ggpht.com/WavBPLp4TZuI-3SMXxxY43YWAQl7DZbsOSLYWXdD1LmFf7BVeCArJcxz3vmRKEvrIi9kyRtDcw=s88-c-k-c0xffffffff-no-rj-mo,취미 라이프스타일 (상위 주제) 패션
UCscuDwO5hVxT-9sIdi5f4OA,연서의 지평선,"구독자 8만명과 함께하는 여행 유튜버 ▫️여행썰&정보 쇼츠,릴스,틱톡,NOW에 올립니다 ▫️일단 구독하고 내랑 같이 여행하 ...",24196220,284,89000,여행 해외여행 여행 브이로그 일본 세계여행 여행유튜버 혼자 여자혼자,https://yt3.ggpht.com/D3JNFAclLd97tLx5RaHIUYbpC3vMl0cEvRnjohOCL6wG4HMxsg-uF9MvY9GoKp8c2kI1HRXD=s88-c-k-c0xffffffff-no-rj-mo,Unknown 라이프스타일 (상위 주제) 음식
UCSDSUZEHygHRzqHiu7WlBGQ,챌린지유 challenzyu,일상의 감도를 높여 주는 { 경험/취향 매거진 } 삶의 질을 올려 주는 물건과 생각을 공유해요 #Lifestyle #talk ♤ 인스타그램 ...,17504342,199,194000,선물 승무원 프리랜서,https://yt3.ggpht.com/Mey-gcsFHi1zxI60iNRL-AlKQXo3Oc6aDpnzlmz3VyQnGjfvggfri2iZkUAswB4Tiw5XdVTdA1Y=s88-c-k-c0xffffffff-no-rj-mo,패션 라이프스타일 (상위 주제)
UCsF2vpqTY8qdRgLgtEEQ4QQ,아흘라미 Ahlami,,2415550,52,47500,,https://yt3.ggpht.com/kIOc1jrDjkRCYYY_TusvEn0XfFXlaQs8pI3oa_BeIbJQxTMO52CQ5djdcwfEv2oXlaofm856=s88-c-k-c0xffffffff-no-rj-mo,Unknown 라이프스타일 (상위 주제) 음식
UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"better music, better mood 좋은 선곡 좋은 분위기 벅스 뮤직PD 앨범을 소개해드립니다. essential;은 NHN벅스 뮤직PD 앨범 서비스 ...",312008187,429,1410000,,https://yt3.ggpht.com/6c4wN8tfyuAlHUwTVNIrXG7mp4MeUIrPp1SPEFggLP3KFnGecrWIjYksPhfViedOYDPRhjM3fJQ=s88-c-k-c0xffffffff-no-rj-mo,음악 (상위 주제) 팝 음악 아시아 음악
UCSGEankHcYIc4zZQUt_JH3w,핫 스포츠,스포츠와 함께하는 즐거운시간!,21950322,303,26200,스포츠 이슈 여자육상 남자육상 여자배구 스포츠 이슈 스포츠 인물,https://yt3.ggpht.com/C2iJ_PmqauPHe_6kIgVtLkl3dz9VQaKF9zHnfCNh9mHSLWw3_xrYonX6EzdKVLHG60nsx-4ZOg=s88-c-k-c0xffffffff-no-rj-mo,스포츠 (상위 주제)
UCSheIETj5IfYgglREicrW2A,박나나 종합게임,,193285,14,10400,,https://yt3.ggpht.com/HwFDwSQRD7NZIPMRsKSX0KSrwmLUfnyBmIqLvhOTacHCGL_f0YS9EAND1FaWWMNJg7qH1fVqLg=s88-c-k-c0xffffffff-no-rj-mo,롤플레잉 비디오 게임 액션 게임 게임 (상위 주제) 액션 어드벤처 게임
UCSHKdZWxJntrVEnO7BDIFpg,인호네 inhone,저는 어릴 때부터 한식이 참 좋았습니다. 메주를 직접 띄어 장을 담그고 그 장으로 제철 장아찌는 물론 다양한 요리를 만들 정도로 한식 ...,23740013,112,148000,귀농 시골생활 신인호셰프 한식 요리 풍경 kimchi 신인호 inhone korean food traditional food korean traditional food Little Forest 자연요리 전통요리 한식문화 자연풍경 inhone inho's home 인호네 한식셰프 한식쉐프 tteokbokki Bulgogi kimchi bibimbap,https://yt3.ggpht.com/ov7bJ3IEzY9POaGVomi4yZxd8C55sxqFHfsq4lxEWEGGFThzS6JLgYYxUTWNUHF-IulShLFS=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UCsIlEiZosJUAtSfNADFiJSg,공포라디오0.4MHz 쌈무이,공포라디오 0.4MHz 쌈무이 ⚫제보는 ssammui0616@gmail.com 으로 닉네임을 적어서(또는 익명요청)보내주세요. 쌈무이 공식 ...,250585631,4056,241000,공포 공포라디오 무서운 일본공포 일본귀신 일본무서운이야기 괴담 무서운이야기 귀신 귀신이야기 종교 미스테리 미스터리 소름 일본괴담 공포체험 공포크리에이터 공포실화 도시전설 도시괴담 기묘한이야기,https://yt3.ggpht.com/gF4NQgSe9gFQQ86b1OlJ3Ento3B3feFotAg5rbjJ3RvqhXItMf_erDEE-ufxMECHSlwAGNON=s88-c-k-c0xffffffff-no-rj-mo,Unknown
UCsJ6RuBiTVWRX156FVbeaGg,슈카월드,"각종 문의 : ad@syukafriends.com 으로 부탁드립니다. 경제, 금융을 기반으로 달리는 방송! 정치는 아주. 전혀. 대단히. 모릅니다.",1178875175,1808,3410000,슈카 경제 시사 상식 토크,https://yt3.ggpht.com/ytc/AIdro_nxrGD8pLmiDiTFa7qoIKt6Q0PWEahh4IqyamvHJUsKd6s=s88-c-k-c0xffffffff-no-rj-mo,지식 사회 (상위 주제)
UCsjNYWQvbzb_4z4t_sL1y6w,홍또기,패션 카사노바 멋진 코디를 매일 쇼츠로 공유합니다   ✓무료로 패션 정보를 구독하시고 얻어가세요! 키 176 몸무게 78kg 허리 32 발 ...,60547662,445,115000,패션유튜버 남자패션 패션 남자코디 훈남 존잘 훈남코디 남친 남친룩 남자친구패션 커플룩 커플패션 힙스터 스트릿패션 디자이너브랜드 fashion 홍또기,https://yt3.ggpht.com/vuicy9jxUx8ewR7ZOfZeIKSHoKq0k49t3j_k2a70Wr8TPoQnohL0hoY2Bc3D_PVDUqRXRPSh=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 패션
UCSLbd-2R06iv0VtChxERhDA,IT's okay 잇츠 오케이,전자기기를 좋아하는 잇츠오케이입니다! 모두가 즐길 수 있는 쉽고 재미있는 IT 정보를 전달하고자 합니다:) [Contact Mail] ...,65698104,671,204000,잇츠오케이 itsokay 전자제품 IT TECH,https://yt3.ggpht.com/ytc/AIdro_mIPTwZKPPItrJr6x8NTFm8G1g8f_nnMfJ_CPSSdyq2XZw=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 기술
UCslBuOyn9Df1M3HjBaG377g,미니멀유목민,10분 안에 여행을 떠나고 20분 안에 가진 물건을 다 셀 수 있으며 30분 안에 집을 버릴 수 있는 궁극의 미니멀리스트 결벽증 한일부부 ...,69554115,401,282000,미니멀리스트 미니멀라이프 미니멀리즘 ミニマリスト 日韓夫婦 여행인솔자 한일부부 크루즈여행 여행작가 여행유튜버 여행크리에이터 국제커플,https://yt3.ggpht.com/eFX3iT8j05ON8O7JVeALbHWiu-JzqyNZkdoWQcXLhcK0iAuRK6cv4TMWSuW-urAnimx-3_-YEQ=s88-c-k-c0xffffffff-no-rj-mo,Unknown 라이프스타일 (상위 주제)
UCsLmPb4zvUkKf6ujzyZiZjQ,LJ Lee,FC온라인 개척자 광고 문의 : ljfilms@ymail.com 후원하기 https://toon.at/donate/lioneljoshlee.,6315010,296,10000,#피파 피파4 피파온라인 lj lee 피파 유튜버 엔비디아 설정 피파 렉 수직동기 감스트 엔비디아 설정 키렉 전체화면 최적화 이상호 르델 나현우 엘제이 최적화 존잘벅이 두치와 뿌꾸 인풋 랙 피파 전체화면 화면 끊김 프레임 제안 저지연 모드 피파 랙 줄이는법 듀얼센스 폴링래이트 엑박 패드 게임 패드 게임 콘트롤러 키랙 줄이는 방법 두치와뿌꾸 유봉훈 lj lee,https://yt3.ggpht.com/pxtkOKZLK9H22lGAGdVDURrH3qd9DeUE_zhzVI_Ebb4ZAB9rPUVlgIFgqxWFPK3qb9O0mGfaXw=s88-c-k-c0xffffffff-no-rj-mo,게임 (상위 주제) 스포츠 게임
UCslnQiccDVmBbDrdGd0ng5g,"세나, 집순이의 세계여행 SENA",집순이 세나는 여행 중! 저와 동행해요  ❤️ senavel@naver.com 아래 파란 인스타 링크로 들어와주세요~!,60622159,203,187000,세나 sena 여행유튜버 여자여행유튜버 세계여행,https://yt3.ggpht.com/8-7BzF6LW5wcLZcjsGrzbnL2BfWp7_e_wpusjRytO7M5cs5ejowDDDjmbhr0ed6Sdtl2XnhWpO0=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제) Unknown
